record,COUNTRY,REGION,SECTOR,INDUSTRY,CAP1,CAP2,CAP3,CAP4,CAP5,CAP6,CAP7,CAP8,CAP9
3031,Spain,EMESA,"Providers, Systems & Services",Healthcare,83,66,66,33,33,83,66,83,83
1312,France,EMESA,Biopharma,Healthcare,83,83,100,66,83,66,83,100,83
P3,Spain,EMESA,Insurance,Insurance,17,33,17,33,17,33,33,17,33
4611,Germany,EMESA,Software,TMT,83,66,100,83,50,66,100,66,66
936,Germany,EMESA,Oil & Gas,Energy,66,66,33,33,50,50,66,50,66
2642,Singapore,APAC,Airline,TCI,66,33,33,33,33,33,33,66,66
1946,Saudi Arabia,EMESA,Airline,TCI,17,17,33,17,0,0,33,33,17
2288,United States,NAMR,Consumer Products,Consumer,100,33,33,66,33,50,66,100,66
3946,Norway,EMESA,Media,TMT,66,66,100,50,83,66,83,66,33
1970,France,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,66,66,66,33,83,33,66,50,83
122,United Kingdom,EMESA,Global Asset Managers,Financial Institutions,33,33,33,33,0,33,33,66,33
2376,France,EMESA,Insurance,Insurance,83,0,0,33,33,17,83,100,83
3317,Ireland,EMESA,"Devices, Components, and Semiconductors",TMT,33,17,0,0,17,0,0,17,0
1404,Spain,EMESA,Automotive & Mobility,Industrial Goods,33,66,66,66,66,100,66,100,33
P444,Mexico,NAMR,Public Sector,Public Sector,50,17,17,66,17,17,33,17,17
P340,Germany,EMESA,Public Sector,Public Sector,83,83,17,33,33,66,33,50,50
P818,United Arab Emirates,EMESA,Public Sector,Public Sector,83,66,50,50,66,50,66,50,66
1033,United States,NAMR,Software,TMT,66,83,66,50,83,66,83,66,83
1648,Luxembourg,EMESA,Telecommunications,TMT,50,33,66,83,33,50,50,33,33
5176,China,APAC,Logistics & Postal Services,TCI,83,83,83,66,66,66,83,100,66
3647,Hong Kong,APAC,Rail & Hospitality,TCI,66,33,50,83,66,33,66,83,50
637,United Kingdom,EMESA,Oil & Gas,Energy,66,66,66,66,33,33,66,66,66
5325,United Kingdom,EMESA,Oil & Gas,Energy,66,0,0,33,17,17,66,0,0
2478,Japan,APAC,"Construction, Cities and Infrastructure Development",TCI,66,33,33,100,33,66,33,66,33
2349,South Korea,APAC,Retail,Consumer,0,0,0,0,0,0,0,0,0
2977,Canada,NAMR,Payments & Fintech,Financial Institutions,33,50,33,66,17,83,83,66,17
755,South Africa,EMESA,Retail,Consumer,66,83,66,66,66,50,66,66,66
2770,India,APAC,Banking,Financial Institutions,66,50,33,66,66,66,66,33,0
1055,Germany,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,50,50,66,66,66,66,66,50,66
P110,Germany,EMESA,Medtech,Healthcare,66,100,100,66,66,66,66,100,100
2636,United States,NAMR,Aerospace & Defense,Industrial Goods,33,0,0,50,0,50,17,33,0
2809,Australia,APAC,"Providers, Systems & Services",Healthcare,33,66,66,66,0,0,100,100,100
572,Switzerland,EMESA,Chemicals,Industrial Goods,33,33,0,0,50,50,17,33,0
2984,Indonesia,APAC,"Providers, Systems & Services",Healthcare,33,66,33,66,17,50,33,66,66
3572,United States,NAMR,"Construction, Cities and Infrastructure Development",TCI,100,66,33,66,100,66,33,100,100
5295,Singapore,APAC,Airline,TCI,100,100,100,83,83,66,66,100,83
3241,Singapore,APAC,Telecommunications,TMT,50,66,33,83,83,50,66,83,83
4544,Hong Kong,APAC,Biopharma,Healthcare,66,33,66,66,66,33,33,33,33
3564,Saudi Arabia,EMESA,Oil & Gas,Energy,50,33,50,50,50,66,50,33,33
P71,Saudi Arabia,EMESA,Public Sector,Public Sector,66,66,66,66,66,50,33,50,17
2647,India,APAC,"Providers, Systems & Services",Healthcare,66,66,66,66,50,33,83,66,66
854,United States,NAMR,Media,TMT,33,33,33,33,33,33,0,33,17
2385,United States,NAMR,Rail & Hospitality,TCI,66,0,50,17,17,17,33,0,33
5478,Poland,EMESA,"Construction, Cities and Infrastructure Development",TCI,50,66,33,66,50,66,50,66,33
3976,United States,NAMR,Fashion & Luxury,Consumer,66,50,66,66,50,66,66,66,50
3931,United Kingdom,EMESA,Media,TMT,33,33,33,0,17,17,33,33,33
684,United States,NAMR,Software,TMT,83,66,66,83,50,83,66,100,100
506,United Kingdom,EMESA,Medtech,Healthcare,50,33,33,50,33,33,33,33,66
5945,United States,NAMR,Media,TMT,66,83,66,50,66,66,83,66,66
6110,France,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,66,0,66,66,0,33,0,33,33
P68,Sweden,EMESA,Biopharma,Healthcare,66,33,17,33,33,33,33,0,17
598,France,EMESA,Consumer Products,Consumer,83,100,100,66,66,83,66,83,66
1920,Germany,EMESA,Software,TMT,33,50,66,50,66,50,50,83,50
1617,Switzerland,EMESA,Software,TMT,66,66,66,50,50,33,50,50,66
3046,Japan,APAC,Automotive & Mobility,Industrial Goods,100,0,33,33,17,50,66,33,66
1739,Israel,EMESA,Renewables,Energy,50,66,100,50,66,66,100,66,66
2515,Belgium,EMESA,Chemicals,Industrial Goods,66,33,0,66,17,17,17,33,33
5758,Portugal,EMESA,Metals & Mining,Industrial Goods,66,33,33,66,33,0,66,0,33
1710,Algeria,EMESA,Oil & Gas,Energy,66,17,33,66,33,50,17,17,17
2800,Australia,APAC,"Providers, Systems & Services",Healthcare,83,50,83,50,83,66,100,66,83
394,Switzerland,EMESA,Medtech,Healthcare,66,33,33,66,0,17,50,50,50
3135,Japan,APAC,"Devices, Components, and Semiconductors",TMT,50,50,50,100,50,50,50,50,100
1636,United States,NAMR,Media,TMT,83,100,50,66,66,83,66,83,83
P34,Austria,EMESA,Public Sector,Public Sector,66,33,17,33,17,0,17,33,17
P41,South Africa,EMESA,Public Sector,Public Sector,0,0,0,0,0,0,0,0,0
355,United States,NAMR,Power and Utilities,Energy,66,66,33,50,33,50,50,33,33
3419,Singapore,APAC,Media,TMT,66,66,50,50,50,66,66,50,33
4920,Sweden,EMESA,Software,TMT,83,66,66,33,33,50,66,33,33
809,Singapore,APAC,Aerospace & Defense,Industrial Goods,66,66,100,66,66,33,66,66,33
2617,Australia,APAC,"Providers, Systems & Services",Healthcare,17,17,17,17,0,0,17,17,33
674,United Kingdom,EMESA,Banking,Financial Institutions,66,66,100,66,100,66,66,66,66
2780,United States,NAMR,Consumer Products,Consumer,33,33,33,33,0,33,0,0,66
1121,India,APAC,Insurance,Insurance,50,50,50,17,66,66,50,66,33
3569,United States,NAMR,Retail,Consumer,33,33,0,33,0,0,0,33,0
5828,Taiwan,APAC,Airline,TCI,33,0,0,0,0,0,0,0,0
4235,United States,NAMR,Insurance,Insurance,66,66,33,66,66,17,50,33,17
524,United States,NAMR,Banking,Financial Institutions,50,66,66,66,50,66,66,66,50
2081,Norway,EMESA,Power and Utilities,Energy,66,17,83,50,50,33,8,50,100
1242,Netherlands,EMESA,Automotive & Mobility,Industrial Goods,66,66,66,66,83,50,50,50,83
2089,United States,NAMR,Medtech,Healthcare,50,50,0,100,33,50,0,50,17
2278,Switzerland,EMESA,"Devices, Components, and Semiconductors",TMT,66,33,17,83,33,50,33,33,66
5341,Austria,EMESA,"Construction, Cities and Infrastructure Development",TCI,66,17,50,33,0,33,0,33,33
424,Switzerland,EMESA,Medtech,Healthcare,33,0,0,66,33,33,33,33,0
2170,United States,NAMR,Medtech,Healthcare,33,0,17,33,17,33,8,33,17
2159,United States,NAMR,Retail,Consumer,0,17,0,17,17,17,17,17,66
912,France,EMESA,Power and Utilities,Energy,50,66,50,50,50,50,8,66,66
456,Japan,APAC,Banking,Financial Institutions,66,66,50,33,33,66,50,100,83
709,Japan,APAC,Biopharma,Healthcare,66,66,66,83,66,66,50,50,66
3477,Japan,APAC,Global Asset Managers,Financial Institutions,17,33,50,33,0,33,33,50,50
6352,Hong Kong,APAC,Real Estate,TCI,0,0,0,33,0,0,0,33,0
1961,Canada,NAMR,Global Asset Managers,Financial Institutions,50,66,33,50,33,50,50,50,50
1637,Japan,APAC,Automotive & Mobility,Industrial Goods,0,0,17,0,17,0,17,0,8
1366,Japan,APAC,Automotive & Mobility,Industrial Goods,17,17,17,17,17,17,17,33,17
1925,Switzerland,EMESA,Fashion & Luxury,Consumer,17,17,0,17,17,0,0,8,0
5223,Sweden,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,33,33,66,33,66,66,33,33
5293,Sweden,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,66,33,33,0,0,33,33,33
1894,Switzerland,EMESA,Insurance,Insurance,83,50,50,50,33,33,50,66,83
3115,Switzerland,EMESA,Telecommunications,TMT,83,50,66,83,50,66,66,83,66
2777,United States,NAMR,Biopharma,Healthcare,50,50,66,66,33,17,50,33,17
3824,Switzerland,EMESA,Chemicals,Industrial Goods,66,50,50,66,50,50,50,83,83
4968,United States,NAMR,"Devices, Components, and Semiconductors",TMT,0,33,17,0,17,50,17,33,33
2109,United States,NAMR,Consumer Products,Consumer,33,33,66,33,0,33,33,33,33
671,United States,NAMR,Retail,Consumer,66,83,66,66,50,33,83,100,100
5803,Taiwan,APAC,Telecommunications,TMT,33,50,50,66,33,33,50,50,33
2026,Portugal,EMESA,Airline,TCI,83,33,50,83,0,33,0,66,0
185,United States,NAMR,Retail,Consumer,66,33,0,66,33,17,33,33,33
5907,India,APAC,Insurance,Insurance,66,66,66,50,50,50,50,83,50
130,India,APAC,Software,TMT,100,100,100,100,100,100,66,100,100
1372,India,APAC,Automotive & Mobility,Industrial Goods,66,50,83,50,66,66,50,66,66
178,India,APAC,"Construction, Cities and Infrastructure Development",TCI,83,0,17,0,33,0,17,50,0
1123,India,APAC,Metals & Mining,Industrial Goods,66,66,66,66,66,66,50,66,66
2172,Saudi Arabia,EMESA,Insurance,Insurance,50,33,17,66,17,50,66,83,33
2650,Japan,APAC,"Devices, Components, and Semiconductors",TMT,17,33,50,66,33,33,33,50,33
2197,Switzerland,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,66,33,33,66,66,66,66,66,66
2516,Germany,EMESA,Software,TMT,33,33,33,50,17,33,50,33,50
7,India,APAC,Software,TMT,50,66,66,50,66,33,33,33,33
3925,France,EMESA,Oil & Gas,Energy,50,33,17,100,33,33,33,66,66
5681,Canada,NAMR,Metals & Mining,Industrial Goods,66,100,66,66,66,50,50,33,66
4728,United States,NAMR,Media,TMT,8,83,50,17,17,33,17,33,0
2500,United States,NAMR,"Providers, Systems & Services",Healthcare,100,66,83,83,50,66,83,50,83
1745,Sweden,EMESA,Telecommunications,TMT,66,33,33,66,33,17,8,33,50
3762,Egypt,EMESA,Telecommunications,TMT,66,33,66,66,66,33,33,33,33
1884,Spain,EMESA,Telecommunications,TMT,33,33,33,66,33,33,66,66,33
2131,Norway,EMESA,Telecommunications,TMT,66,33,33,33,33,33,33,33,0
2130,Sweden,EMESA,Telecommunications,TMT,83,50,66,50,50,33,50,33,66
1214,Australia,APAC,Telecommunications,TMT,66,66,100,83,66,66,66,100,83
2787,Canada,NAMR,Software,TMT,33,50,33,33,66,17,33,33,66
2968,United States,NAMR,"Devices, Components, and Semiconductors",TMT,83,50,83,83,8,83,50,66,50
2020,Italy,EMESA,Power and Utilities,Energy,83,33,66,66,33,66,66,50,50
3763,Luxembourg,EMESA,Metals & Mining,Industrial Goods,50,50,50,50,50,50,83,66,50
2697,Japan,APAC,Medtech,Healthcare,66,66,66,66,50,66,100,33,66
4149,United Kingdom,EMESA,Retail,Consumer,100,33,0,100,33,66,33,33,33
4186,United States,NAMR,"Devices, Components, and Semiconductors",TMT,50,50,8,17,8,50,33,17,17
3930,France,EMESA,Aerospace & Defense,Industrial Goods,100,100,66,66,50,66,66,50,100
1246,United States,NAMR,Aerospace & Defense,Industrial Goods,100,50,50,66,33,33,33,100,33
6117,United States,NAMR,Global Asset Managers,Financial Institutions,66,66,66,66,33,33,66,100,66
1942,United States,NAMR,Consumer Products,Consumer,66,50,66,66,83,83,50,50,50
2503,United States,NAMR,Consumer Products,Consumer,66,66,100,66,66,50,66,33,66
1255,Japan,APAC,Insurance,Insurance,0,0,0,0,0,0,0,17,33
1329,United States,NAMR,Fashion & Luxury,Consumer,33,66,33,17,17,17,17,17,33
P780,Australia,APAC,Public Sector,Public Sector,66,66,66,66,66,66,50,50,50
1159,United States,NAMR,Retail,Consumer,33,50,66,50,50,66,50,33,17
932,Netherlands,EMESA,Consumer Products,Consumer,66,83,66,66,66,50,100,66,100
P69,Norway,EMESA,Public Sector,Public Sector,50,17,50,50,33,17,17,33,33
3846,United States,NAMR,Chemicals,Industrial Goods,66,50,50,50,50,66,50,50,33
2804,United States,NAMR,Insurance,Insurance,50,33,50,83,33,17,50,17,66
717,United States,NAMR,Global Asset Managers,Financial Institutions,66,66,33,66,66,66,66,83,66
888,New Zealand,APAC,Payments & Fintech,Financial Institutions,66,33,33,66,66,50,17,66,33
1256,United States,NAMR,Medtech,Healthcare,50,50,66,17,33,33,66,17,83
2119,United States,NAMR,Global Asset Managers,Financial Institutions,33,50,33,8,33,8,8,33,33
2168,Canada,NAMR,Fashion & Luxury,Consumer,66,66,83,66,100,83,83,83,83
2811,Germany,EMESA,Automotive & Mobility,Industrial Goods,66,50,50,33,50,33,33,33,66
3986,United States,NAMR,Fashion & Luxury,Consumer,66,33,33,33,33,33,33,33,66
3809,United States,NAMR,Media,TMT,66,66,66,66,33,66,66,33,33
458,Italy,EMESA,Telecommunications,TMT,33,50,66,33,50,17,33,33,66
4078,United States,NAMR,Media,TMT,66,83,83,66,50,66,66,66,66
372,India,APAC,Fashion & Luxury,Consumer,33,17,0,33,17,17,0,17,0
206,Germany,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,33,33,33,33,0,0,33,0
3261,Netherlands,EMESA,Logistics & Postal Services,TCI,66,17,50,83,50,66,50,83,50
775,United States,NAMR,Software,TMT,50,50,50,50,66,50,50,50,66
4214,Turkey,EMESA,Automotive & Mobility,Industrial Goods,66,66,66,66,33,33,66,66,33
3971,Japan,APAC,Insurance,Insurance,33,66,17,17,33,17,50,83,50
3919,Japan,APAC,"Devices, Components, and Semiconductors",TMT,66,33,66,33,33,66,33,66,66
4927,Japan,APAC,"Construction, Cities and Infrastructure Development",TCI,17,0,17,8,33,17,17,33,8
2017,Australia,APAC,Logistics & Postal Services,TCI,0,0,0,0,0,0,0,0,0
1464,United States,NAMR,Fashion & Luxury,Consumer,33,33,33,33,33,66,33,33,66
2484,Netherlands,EMESA,Software,TMT,66,66,66,66,33,33,100,66,66
1982,Netherlands,EMESA,Software,TMT,100,33,66,83,33,50,50,100,66
3783,Japan,APAC,Chemicals,Industrial Goods,33,17,17,0,17,33,0,33,0
2364,France,EMESA,Oil & Gas,Energy,100,50,33,33,66,66,50,83,66
3965,Taiwan,APAC,Payments & Fintech,Financial Institutions,33,50,66,66,33,66,66,33,33
1143,United States,NAMR,Insurance,Insurance,66,66,33,66,66,66,66,100,66
4403,China,APAC,Rail & Hospitality,TCI,83,83,66,66,66,66,66,100,66
3182,Thailand,APAC,Telecommunications,TMT,83,100,66,66,66,50,66,83,100
2404,Denmark,EMESA,Insurance,Insurance,66,33,0,66,0,33,8,66,33
3926,Turkey,EMESA,Telecommunications,TMT,83,66,83,50,66,66,66,100,33
3220,Turkey,EMESA,Airline,TCI,66,50,100,83,66,83,50,83,33
4286,Turkey,EMESA,Oil & Gas,Energy,66,66,50,66,66,50,50,83,50
4292,India,APAC,Automotive & Mobility,Industrial Goods,33,33,33,33,33,33,33,33,33
175,United States,NAMR,Software,TMT,33,0,8,0,0,0,66,100,50
P377,United States,NAMR,Public Sector,Public Sector,66,66,83,66,50,66,83,50,66
P105,United States,NAMR,Public Sector,Public Sector,33,33,0,17,0,0,0,33,33
673,United States,NAMR,Automotive & Mobility,Industrial Goods,83,66,83,66,83,83,50,66,66
2166,France,EMESA,Software,TMT,83,33,66,66,33,33,50,50,83
3938,Switzerland,EMESA,Global Asset Managers,Financial Institutions,33,50,50,50,33,17,17,33,50
P145,United Kingdom,EMESA,Public Sector,Public Sector,33,66,33,66,33,8,33,66,66
P816,United Kingdom,EMESA,Public Sector,Public Sector,33,17,0,33,17,17,33,50,0
P746,United Kingdom,EMESA,Public Sector,Public Sector,66,50,83,66,66,83,83,66,33
P1090,Denmark,EMESA,Public Sector,Public Sector,83,50,33,66,33,50,83,66,50
650,India,APAC,Airline,TCI,100,66,66,66,66,100,66,66,66
485,United Kingdom,EMESA,Consumer Products,Consumer,33,33,17,17,50,33,33,33,33
3246,Italy,EMESA,Insurance,Insurance,50,83,50,33,17,66,66,50,50
916,Austria,EMESA,Insurance,Insurance,50,33,17,50,50,17,33,33,66
2392,United States,NAMR,Telecommunications,TMT,66,50,50,50,33,33,66,66,66
2134,United States,NAMR,Airline,TCI,50,50,50,50,66,50,66,66,50
1370,Germany,EMESA,Telecommunications,TMT,83,50,17,66,66,66,50,66,66
P40,Switzerland,EMESA,Public Sector,Public Sector,66,33,50,66,33,0,66,33,0
845,United States,NAMR,Automotive & Mobility,Industrial Goods,83,33,50,66,50,33,66,33,50
855,Singapore,APAC,Automotive & Mobility,Industrial Goods,50,50,83,50,66,83,66,66,66
P820,United States,NAMR,Public Sector,Public Sector,66,50,83,100,50,66,66,50,83
357,United States,NAMR,Telecommunications,TMT,66,33,17,50,50,50,17,50,17
P1389,United States,NAMR,Public Sector,Public Sector,66,0,0,0,33,0,0,33,0
1412,United States,NAMR,Media,TMT,66,50,33,50,0,50,66,33,33
766,Denmark,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,66,66,66,66,50,33,33,50,17
225,India,APAC,Chemicals,Industrial Goods,33,33,50,66,33,17,33,50,0
2043,Finland,EMESA,Chemicals,Industrial Goods,33,66,33,33,33,33,66,66,66
123,India,APAC,Retail,Consumer,33,17,33,17,17,33,0,17,0
406,United States,NAMR,Insurance,Insurance,50,50,50,50,17,0,33,33,33
461,Malaysia,APAC,Global Asset Managers,Financial Institutions,33,33,0,50,17,33,17,33,33
P74,Netherlands,EMESA,Public Sector,Public Sector,66,66,66,50,33,66,50,66,33
2051,Brazil,NAMR,Metals & Mining,Industrial Goods,50,66,83,33,66,50,66,50,66
2141,France,EMESA,Biopharma,Healthcare,66,50,33,33,0,33,33,50,100
3578,United States,NAMR,Oil & Gas,Energy,0,8,0,50,0,0,8,17,0
1433,India,APAC,Metals & Mining,Industrial Goods,66,66,100,66,66,66,66,33,66
464,France,EMESA,Power and Utilities,Energy,83,83,66,83,66,66,83,83,83
3974,United States,NAMR,Telecommunications,TMT,66,83,100,66,100,83,66,83,66
1413,United States,NAMR,Telecommunications,TMT,83,66,83,50,66,83,66,50,83
298,Italy,EMESA,Fashion & Luxury,Consumer,66,33,33,33,0,33,33,50,0
231,Denmark,EMESA,Renewables,Energy,33,33,50,33,17,33,33,50,33
2488,United States,NAMR,Fashion & Luxury,Consumer,83,83,50,66,50,33,66,33,66
224,Brazil,NAMR,Software,TMT,66,17,33,83,66,33,83,66,33
120,United States,NAMR,Media,TMT,66,66,33,66,17,33,83,50,66
3937,Brazil,NAMR,Oil & Gas,Energy,50,66,83,66,66,50,50,50,17
P116,Australia,APAC,Public Sector,Public Sector,33,50,83,50,50,66,50,33,33
3984,Austria,EMESA,Insurance,Insurance,83,33,66,83,50,33,33,100,50
3461,France,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,33,17,17,33,33,17,33,33
3977,Vietnam,APAC,Automotive & Mobility,Industrial Goods,33,0,0,33,33,17,0,33,0
1124,United Kingdom,EMESA,Airline,TCI,50,100,66,83,66,66,66,66,66
300,United States,NAMR,Payments & Fintech,Financial Institutions,100,66,100,66,33,33,66,100,100
4044,United States,NAMR,Global Asset Managers,Financial Institutions,50,17,66,66,50,50,33,33,50
3951,India,APAC,Airline,TCI,66,0,100,100,66,66,100,100,33
3113,France,EMESA,Media,TMT,100,33,33,66,50,33,33,66,33
495,United Kingdom,EMESA,Telecommunications,TMT,33,100,66,66,33,50,66,66,66
2073,Mexico,NAMR,Airline,TCI,66,33,66,50,33,33,66,50,66
3581,Germany,EMESA,Automotive & Mobility,Industrial Goods,83,17,0,50,17,17,17,66,0
4029,Germany,EMESA,"Construction, Cities and Infrastructure Development",TCI,33,17,33,33,17,33,17,33,0
1645,United States,NAMR,Media,TMT,33,50,33,66,50,66,83,66,33
794,United States,NAMR,Insurance,Insurance,17,0,8,33,0,0,8,33,0
2138,Germany,EMESA,Chemicals,Industrial Goods,66,17,17,33,33,33,17,17,33
2198,United States,NAMR,Insurance,Insurance,17,17,50,83,33,17,17,17,17
4017,Germany,EMESA,Chemicals,Industrial Goods,50,33,17,50,33,33,50,83,33
1783,United States,NAMR,Retail,Consumer,17,33,0,17,0,17,0,66,17
1672,United States,NAMR,Retail,Consumer,66,50,83,66,66,66,50,50,50
6010,Italy,EMESA,Oil & Gas,Energy,66,66,66,66,33,66,33,66,100
2161,United States,NAMR,Payments & Fintech,Financial Institutions,100,83,100,100,66,100,100,100,100
1240,Germany,EMESA,Insurance,Insurance,50,33,50,50,17,50,66,66,33
359,United States,NAMR,Global Asset Managers,Financial Institutions,0,0,17,50,17,0,0,17,0
232,United States,NAMR,Banking,Financial Institutions,66,66,66,66,66,100,33,66,33
41,India,APAC,Consumer Products,Consumer,66,33,66,66,33,66,66,66,66
124,France,EMESA,Global Asset Managers,Financial Institutions,50,50,50,8,33,50,8,17,17
P381,United Kingdom,EMESA,Public Sector,Public Sector,50,33,66,33,33,33,33,33,17
2656,United States,NAMR,Payments & Fintech,Financial Institutions,66,50,66,50,83,33,50,50,33
2143,United States,NAMR,Consumer Products,Consumer,33,33,33,33,33,33,66,33,66
3935,United Kingdom,EMESA,Rail & Hospitality,TCI,66,0,8,50,8,17,8,17,17
3533,United States,NAMR,Retail,Consumer,33,17,50,33,17,17,17,17,17
6213,Australia,APAC,Global Asset Managers,Financial Institutions,100,66,66,8,66,66,8,100,66
1467,India,APAC,Software,TMT,66,83,100,66,83,66,83,83,100
5810,Taiwan,APAC,"Devices, Components, and Semiconductors",TMT,33,100,33,66,33,33,33,100,33
6646,United States,NAMR,Telecommunications,TMT,66,66,66,66,50,66,66,66,50
9,Germany,EMESA,Machinery & Automation incl. Greentech,Industrial Goods,66,33,66,66,33,66,66,33,33
3927,Australia,APAC,Oil & Gas,Energy,66,50,66,50,50,50,66,66,50
1028,United States,NAMR,Oil & Gas,Energy,50,50,66,66,50,50,83,66,83
3582,Taiwan,APAC,Retail,Consumer,33,17,17,17,50,0,66,33,66
363,United Kingdom,EMESA,Media,TMT,66,0,33,33,33,33,0,33,0
4294,United States,NAMR,Media,TMT,8,100,33,66,50,100,8,100,100
1396,United States,NAMR,Logistics & Postal Services,TCI,50,50,66,66,66,66,50,50,50
1232,United States,NAMR,Machinery & Automation incl. Greentech,Industrial Goods,33,33,33,50,50,33,33,33,66
2612,Japan,APAC,Automotive & Mobility,Industrial Goods,0,0,33,0,0,0,33,0,66
3571,Taiwan,APAC,Logistics & Postal Services,TCI,33,0,0,0,33,0,17,33,17
3651,Norway,EMESA,Chemicals,Industrial Goods,50,0,17,17,17,17,0,17,17
725,India,APAC,Banking,Financial Institutions,100,33,66,83,50,83,100,100,83
3148,Malaysia,APAC,Oil & Gas,Energy,66,33,33,33,17,33,0,33,33
2153,Italy,EMESA,Fashion & Luxury,Consumer,66,0,0,33,33,33,0,66,0
2365,Argentina,EMESA,Oil & Gas,Energy,33,66,66,33,66,66,66,100,33
1338,United States,NAMR,Retail,Consumer,66,50,66,66,66,66,83,33,33
3643,Japan,APAC,Logistics & Postal Services,TCI,66,33,17,66,0,33,66,66,17
1407,Kuwait,EMESA,Telecommunications,TMT,66,33,66,100,100,66,33,66,0
1706,Germany,EMESA,Fashion & Luxury,Consumer,33,17,33,0,33,33,33,33,66
4,Italy,EMESA,Biopharma,Healthcare,50,33,33,0,17,33,0,66,33
668,United States,NAMR,Software,TMT,66,66,66,66,50,50,66,66,66
452,India,APAC,Software,TMT,100,100,100,100,100,100,100,66,100
3127,United States,NAMR,Medtech,Healthcare,33,0,17,33,0,33,17,33,50
1723,United States,NAMR,Biopharma,Healthcare,50,33,50,66,50,33,66,33,17
15,India,APAC,Logistics & Postal Services,TCI,33,66,33,66,33,33,66,66,33
112,United States,NAMR,Software,TMT,66,66,66,66,66,66,66,83,50
135,Germany,EMESA,Insurance,Insurance,100,83,66,100,33,83,83,83,83
